,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
82302,schoolly d,saturday night,2019,hip hop,saturday night feelin kinda sporty go catch kinda high kinda drink kick little punk forget ring momma come dress say hell momma little know pull know hell turn bitch know musta pick leave know horny homey want chill know mother want say baby pill cause tonight want lover thing forget rubber little snuk upstairs step step hint fear room bitch start scream momma bust fuck scene shirt rip drawers knees momma momma brew fuck room bitch jump respect bitch check say come little closer shoot sober need cock lyric commercial,90,0.04132398,0.053778507,0.000773994,0.042489839,0.000773994,0.08632278,0.017252842,0.092103189,0.374226313,0.000773994,0.190493715,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.892775912,0.784631951,0.20080241,1.55E-05,0.845424567,0.936934967,obscene,0.014285714
82304,3rd bass,the cactus,2019,hip hop,bass deal place mind kind stuff want smoke blunt picture like funt snapshots crack good sweat cause pursue chalk boom stroke ball stick have prickin cactus like shoot quickly explode unload cactus stand quenchin cactus rotate time clock digit lyric commercial,41,0.002192982,0.075713834,0.002192983,0.119456597,0.002192982,0.002192982,0.002192982,0.002192983,0.392567207,0.002192982,0.159973067,0.002192982,0.002192982,0.073768875,0.002192983,0.002192983,0.871114481,0.520395867,0.003292172,0.000134615,0.873248145,0.535521029,obscene,0.014285714
82306,tone-loc,on fire,2019,hip hop,create leave devastate finish rockin appreciate structure rhyme reign supreme like dream hear think irreceptible groovin make acceptable party people listen word note door say disturb create little higher close causin damage like nuclear know time reachin turn party rhyme suitable consider healthy like sauna therapeutical owner yeah spend college degrees fully educate dedicate extremely underrate rockin party talkin bout style laxadasical hear music sign picket rockin stronger want free ticket onceamonth rapper weak show waste time need opponent retire close lyric commercial,83,0.001196172,0.001196172,0.001196172,0.09092733,0.038148199,0.025011669,0.001196172,0.178336264,0.371605529,0.098981987,0.001196172,0.09247293,0.044295371,0.001196172,0.001196172,0.001196172,0.886277483,0.559700536,0.051203867,0.000328947,0.501236603,0.769762579,obscene,0.014285714
82307,arrested development,people everyday,2019,hip hop,rest mind business kick treble tone radio tape player right loud folks hear hype outta come woman date investigation maybe demonstrate please go great soul ease group brothers start bug drink go nigga route disrespect black queen hold crotches obscene ignore cause know type drink gun wanna fight young couple have time good egos wanna test brother manhood come test speech cause hairdo loud bright color wear target cause fashion misfit outfit wear brothers diss stay calm pray niggas leave squeeze part date anatomy lord brothers drill cause start kill everyday people tell niggas pass friend say cause like kill africans wouldn stop cube brother rude like say take cop pull story black act like nigga stomp african moral story better look hard step cause kill shoot africans need love unite,131,0.000604961,0.141863444,0.000604961,0.000604961,0.000604961,0.053860101,0.029750873,0.125061082,0.322578933,0.000604961,0.195640581,0.014765435,0.078937295,0.000604961,0.000604961,0.000604961,0.847286906,0.640514832,0.007428722,0,0.722794724,0.609597417,obscene,0.014285714
82308,fabolous,can't deny it,2019,hip hop,fuckin rider wanna fuck yeah skills trunk switchin lanes right fuckin rider wanna bang yeah know bring gang niggaz thang want cowards wonder niggaz spit bitch hear coupe block away bitch yellin ride like snoop spittin clip cop calicos shittin ziplocks cali hittin shift block cali dough gettin rock cali hoe stealin mamis dance closely know feel limey tryin send police rest tryin piece chest piece rest release press ride lyric commercial,72,0.001547988,0.001547988,0.001547988,0.001547988,0.072842404,0.001547988,0.001547988,0.043028852,0.619598311,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.076284461,0.001547988,0.92526806,0.808630105,0.053011097,0,0.58573784,0.821816257,obscene,0.014285714
82309,mc hammer,let's get it started,2019,hip hop,start party wasn jump weak instead dope beat spinnin girls come beat mind wall like welfare line think minute party bogus legit better hammer reward beat boomin know start start seat beat complete movin everybody lyric commercial,37,0.001879699,0.001879699,0.001879699,0.078935342,0.001879699,0.001879699,0.001879699,0.001879699,0.680292007,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.968590924,0.600825578,0.056625559,2.29E-06,0.809356966,0.722714063,obscene,0.014285714
82310,blackalicious,blazing arrow,2019,hip hop,amaze phase days hazy ways blaze arrow ray range janeiro craze crave work today look save pave hooray rock crew like razor blades today days away okay okay like laser keep stage ablaze dangerous ways rap phrase pay things phase ageless ways cagey great display game stay awake cause come play behave insane change game remain fade away disc play tape camaro amaze phase days hazy ways blaze arrow verbal dart throw murder kill learn grow learn inferno explode return globe blow seat head zone patrol roll tear soul like blunt alcohol knock toboggan loop doubt flow wanna knock cause real glow cosmic flow suppose suppose know intuition safe surface figure purpose impossible logic disturb think focus grow kind onus know chocolate awkward thoughtless home office early morning coffee ball roll navajos double barrel amaze phase days hazy ways blaze arrow,141,0.000711238,0.000711238,0.376438241,0.000711238,0.000711238,0.000711238,0.000711238,0.000711238,0.424067064,0.028628771,0.000711238,0.040601214,0.000711238,0.000711238,0.081582426,0.000711238,0.832123903,0.68525498,0.244979162,1.15E-05,0.858821105,0.758751224,obscene,0.014285714
82311,das efx,kaught in da ak,2019,hip hop,bring time solid scheme hook gotta story tell story book hello shit local slinger swinger quick bring drama plus takin sweat test wanna baggin kid like chick wanna prawley ignore bother prop dollar doin gotta put fear heart start fkin nuttin dope catch cuttin bust time try slip buda sleep word peep spot boys crew somebody catchin wreck prove point time loot spinnin joint better days professional shit check nigga snatch jewel slingin bill pills kill stress hear learn rule pay dues cruise lexus better time present offer refuse regret hook lyric commercial,93,0.001012146,0.09398587,0.1368407,0.066867378,0.001012146,0.001012146,0.001012146,0.001012146,0.500951731,0.001012146,0.001012146,0.001012146,0.023810504,0.001012146,0.036773,0.020309787,0.85703455,0.612106761,0.033332363,6.89E-06,0.60016488,0.484468384,obscene,0.014285714
82312,nappy roots,sholiz,2019,hip hop,sholiz yean know skinny deville sneak dollar momma purse head juice joint colt crossroads bone fill gills gravel road roll heavy load nappy track dance drivin like grandma actin like asshole skinny sholiz folk whattcha ballin budget fuck dub astro scale grand fifth duck need shit juice look dawg tell southern breed wear alotta blue stille somethin black think like tight braid bean straw trip think skinny whassup folks sholiz people slum slump sholiz nappy country bump sholiz lyric commercial,80,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.063265187,0.436891109,0.001644737,0.343432021,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.810462472,0.835371638,0.202810445,4.11E-06,0.593981863,0.944943225,obscene,0.014285714
82314,nappy roots,hustla,2019,hip hop,cheese sandwich hunnid speak rind soda tell beat lose tell stop real real like feet away county line weed flyin golden smilin nice sign fuck denyin damn luck fine stick doin time messy prezzy quarter pound rizzy drink hell hurl fifth forth swerve pumpkin bust damn take crop shake lead foot hunid hour country puddin good chunky acre mule donkey hell money early grind deserve quick burn mesquite lord need fore serve anybody hell sure standin stony curb days begin bend blur homegrown baby yeah havin tendency gettin pay come raggin thief hidin shade momma quit buggin heathenish ways lyric commercial,101,0.025637989,0.000907441,0.039151848,0.000907441,0.031070558,0.020757433,0.000907441,0.000907441,0.407672496,0.000907441,0.338157753,0.079853504,0.000907441,0.000907441,0.000907441,0.000907441,0.596014297,0.849857703,0.010039167,0,0.790807914,0.847843096,obscene,0.014285714
82317,fu-schnickens,true fuschnick,2019,hip hop,wanna grow true fuschnick million style compile play true true fushnick repeat buddah lyrical style kick rowdy flash dread holmes thicker richer bigger dread need honeycomb eeney meeney miney good goobelly bump ohoh ohoh better maoco chocolate flow super cola fraja listic expialadope grip ridobidobip bong dang worry boderations rap style wicked wild versatile grip better believe pause cause stop hurry come come come lyrical style ifos word soft rock rigade raggamuffin backwards aggarniffum alacazam come follow phenomenon huminahumina meohme hello hello huckleberry speak shoo bother hello hifi shape paydough near stitch lipton kwon lyric bubble bubble bubble bubble bubble bubble boil drink milk cause rotten word spoil drats drats double triple quadruple drats black spot jump jehosphats lyric commercial,120,0.074338099,0.065356986,0.090379291,0.001119821,0.001119821,0.001119821,0.088037008,0.001119821,0.423030857,0.001119821,0.001119821,0.001119821,0.108607913,0.001119821,0.001119821,0.001119821,0.864616051,0.680075892,0.054015114,0,0.696001649,0.753746063,obscene,0.014285714
82318,black rob,espacio,2019,hip hop,dangerous niggas black shit know danegerous niggas black yelowman diddy moment waitin murder yeah yeah riffin hang like south dead mouth shit niggas sleepin like slip house spouse till home lamped like couch spit filthy pretty swiftly copper come try tell coward real actin like slomen shield veteran leather furs safe cracker move york jers send kit bird nothin hear feds wanna word vehicles curb tool herbs jewel nerds swerve splurge yall riches comin joke blind yall bitch respect respect frontin tech coward black dame espacio dame espacio minute breathe dame espacio mean space dame espacio damn like talk like things snatch chain ring bear siblings things yall cowards imagine like store draw spasm press button bitch havin super employee leave black wagon bait braggin promise school like nastradamus thing best want treasure chest dough girl breast dare stash drawl mine mine whip watch quickly paint watch poppi paintballs coward niggas gall thinkin lamp like year drop ball bitch come gun yall cop come bang niggas like playin drum cat think know black head homey play listen rhyme damn shit like nigga bitin school shit bitch kick flow extort hoe yall dough think yall know winner champ,197,0.000506073,0.135535285,0.022211675,0.000506073,0.020579341,0.000506073,0.000506073,0.078368828,0.642256146,0.036330306,0.000506073,0.000506073,0.000506073,0.058645544,0.000506073,0.000506073,0.848369977,0.728764454,0.030521115,1.72E-05,0.350783182,0.642631482,obscene,0.014285714
82319,trina,da baddest bitch,2019,hip hop,hold representin bitch eye riches time little dicks bigger bigger bank bigger benz better close friends go gstring stand quick slow head night stand like lightning wanna nigga wed ring bank account philippines blank note fuck live room children home period little nasty redbone classy young jazzy scar curious hoe suck come natural cause baddest bitch shit baddest bitch hate hoe niggas talk show fight hoe sell fool cross catch cross fault go unemployed boss suck free break pay boss shit floss hoe xrated elevate naked probably fuck daddy mammie wasn playa hatin cause baddest bitch baddest bitch shit baddest bitch shit baddest bitch game young hoe grow dumb nono chain stay ahead game save condo sell pussy grands months benz week rim virgin fuck time glass motto suckin auto quick fuckin bout follow truck dead drink high take try pass hear curious bitch take break baby cause baddest bitch shit baddest bitch shit baddest bitch shit baddest bitch right baddest bitch,162,0.013234235,0.138362504,0.000537057,0.021266577,0.000537057,0.033933871,0.000537057,0.000537057,0.623174952,0.000537057,0.121609837,0.000537057,0.04197334,0.000537057,0.000537057,0.000537057,0.949095635,0.669230572,0.009366475,0.005323887,0.630049464,0.5625489,obscene,0.014285714
82320,mos def,sunshine,2019,hip hop,yeah yeah brand turn little little know gonna hear sun shinin loud clear bright early listen hate players game shoot clock game point blank motherfuck game work come play little shorties pump fake impress amuse confuse dude grow business school hand youngin beat kanye marquee payroll style fresh like like time roley seiko step deck neck shine stand fabulous brooklyn nigga black nigga dude black people let sun shinin shout talib kweli topa topa shouta shouta check nigga cast cherokee shoot long arrow skill ammo small barrel lyric commercial,89,0.000974659,0.189193807,0.000974659,0.030687514,0.039548675,0.104908004,0.000974659,0.000974659,0.479014365,0.000974659,0.000974659,0.063446943,0.000974659,0.000974659,0.000974659,0.000974659,0.606845012,0.769940774,0.128513181,0,0.456924979,0.72571716,obscene,0.014285714
82321,da lench mob,guerillas in tha mist,2019,hip hop,come beware black fist guerillas straight mutherfucking killers mist shoot whore think south central niggas kick cause mess lench produce best comin real hard bumpin finally catch devil name swingin vine suckin piece swine jiggaboo come coconut stab push tree fall right nut like epmd like bitch name meet gonna kill cause little motherfucking cheetah hang gorilla banana jdee blacker city call elbow room need elbow room boom shakalak boom sound gauge lock lench break cage hear takin care lench environmental terrorists fuck grape magilla killa magilla gorilla killa white boys like godzilla super nigga name kong play like pingpong motherfuckers dingdong bozack sack butt black fist peelers guerillas mist vavoom come nigga dark talk bout brand apartheid south central straight ghetto native gotta devil muthafuckers smoke sess buddha beatin chest lay lay lay bout shoot mutt boom ping ping listen shit bring bring nappy head nigga come mist smog cube motherfucking kick mutts smoke hump guerillas deep bump short muthafucking pump true tbone twentytwo better jungle cause hear gun miss lench guerillas mist,174,0.000611995,0.186588024,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.033186212,0.536507744,0.000611995,0.218042214,0.000611995,0.000611995,0.000611995,0.000611995,0.000611995,0.695656883,0.738712407,0.01315162,1.17E-05,0.552761748,0.926924645,obscene,0.014285714
82322,nappy roots,"dime, quarter, nickel, penny",2019,hip hop,break dollar gutter south dime quarter nickel flip cent watch bitch triple game simple today tomorrow hell save right change think take ballin budget buy dutch quickly spill stuff chunky kentucky blunt sour mcdonald world pick nigga shit skinny finna gettin good hold minute shit bubble weigh chop finish drop finish dollars pennies like dime relentless nappy niggaz talkin bout dead prez slaw mall chicken wing bread dough like cash flow finna focus spinnin like picture skinny cold spinnin like picture skinny cold know money world hustlin pennies real slow dime quarter nickel damn funny dime quarter nickel nigga dollar dime quarter nickel damn funny dime quarter nickel nigga dollar whatchu want say super happiness blunt sack lyric commercial,119,0.000797448,0.032232141,0.125319235,0.000797448,0.000797448,0.000797448,0.000797448,0.000797448,0.58836753,0.000797448,0.173023714,0.015597828,0.000797448,0.000797448,0.000797448,0.000797448,0.835373118,0.852190857,0.106424806,0,0.780502885,0.888885419,obscene,0.014285714
82323,too $hort,the ghetto,2019,hip hop,talk bout ghetto funky funky ghetto try survive try stay alive ghetto ghetto talk bout ghetto ghetto ghetto funk funky ghetto streets bumpy light burn dope fiends pipe mouth school buddies right night wouldn shoot shoot fool play close try test cool wonder thing know survive rule real world care deal hard time deal dope crime black try break house think early time brothers like give ghetto ghetto talk bout ghetto ghetto ghetto funk funky ghetto lyric commercial,78,0.001031992,0.168039005,0.035792717,0.070578288,0.001031992,0.001031992,0.001031992,0.265969326,0.370200938,0.001031992,0.001031992,0.026101607,0.001031992,0.001031992,0.001031992,0.001031992,0.956677136,0.697741199,0.044276149,2.67E-05,0.338417148,0.455438448,obscene,0.014285714
82325,cam’ron,357,2019,hip hop,harlem niggas niggas uptown baby lennox oyas broadway black step fore bring gun chest check respect girl spit push shit snatch rib crack friend kick school shit learn flip pack stack gats click clack ditch come snitch friends send flick girls send kick shit chin fist begin stich kiss blend chick dope dominican win eat grit grin shit nigga spin kinted lyric commercial,63,0.053861374,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.025150143,0.001644737,0.683812617,0.001644737,0.001644737,0.001644737,0.089001566,0.056149096,0.001644737,0.001644737,0.810462472,0.608594211,0.02550103,0,0.552761748,0.569556126,obscene,0.014285714
82328,funkdoobiest,rock on,2019,hip hop,sure rise east set sons gods front whore nuns fuck devil weight hunt soul sweep mind step depths hell fell lesson soul leave body situations nody original invisible ones tardy class better cause write letter set shit straight laugh face turn purple demons surb hold breathe leave wind kinda fertile east light shin test gods cause rest tune serenity fuck enemy make mean try time fighter cause supply phife step door soul love money soul love money soul love money soul love money gods pray saviors save lyric commercial,89,0.000923361,0.2881143,0.000923361,0.000923361,0.000923361,0.000923361,0.093829532,0.000923361,0.359898004,0.044879651,0.000923361,0.087237458,0.000923361,0.000923361,0.000923361,0.000923361,0.796382541,0.565853909,0.281123776,0.004898785,0.43219291,0.396377545,obscene,0.014285714
82329,kool g rap,fast life,2019,hip hop,kool champagne wish caviar dream penis cream sales fish scale triple beam gleam livin live rowdy packin cali rockin lizard bally drug deal dark casinos primo pushin beamo parlay reno latinos run staff count see see half dashin queen half players gettin paper layer portray block rock like domateus fakers shootin target soon dark hit drug market body roll carpet cheat beat hookers heaters stray shell adidas leaders lookin straight crimy armani wanna harm gots come army celo rollers money folders sippin bola holdin payola slangin coke cola black fake jack sling shame game thing livin fast life fast cars people know team queen american dream plottin scheme seven figure cream repeat lyric commercial,114,0.001074114,0.001074114,0.121356112,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.512779657,0.001074114,0.001074114,0.083558692,0.025862548,0.055378307,0.001074114,0.001074114,0.839705405,0.690972489,0.027408662,0,0.664056059,0.77476774,obscene,0.014285714
82330,brand nubian,love vs. hate,2019,hip hop,hate time people eliminate hate people think playa hatin cause hate black black fact stand like selfhate killin popo crack tell people gats arrive slave ship torture chain whip years bein slave land brave forget ancestors force pick cotton women rap torture murder catch niggaz swing tree like breeze summer leave swayin forth fail attempt north millions people die survive knowledge provide cause facts deny nowadays ways sixties smack eighties crack nineties time recognize uncivilized wise unify fall victim plot cause hate time people eliminate hate people think hate lyric commercial,91,0.001052632,0.355977962,0.001052632,0.050691548,0.001052632,0.001052632,0.001052632,0.238445341,0.001052632,0.052523239,0.001052632,0.001052632,0.214588541,0.001052632,0.001052632,0.001052632,0.703238384,0.654513755,0.068573362,4.32E-05,0.64653751,0.710701676,violence,0.014285714
82331,youngbloodz,chop chop,2019,hip hop,chop chop chop chop yeah block block chill like shyt nigga cook cook yeah drop drop go essential presidential like green like green premit scene cold lean lean stay clean alwayz mean mean ride bean team bean team post spot spot shit workin block money maid nigga gettin pay pay nigga workin gettin spray repeat chop chop chop chop yeah block ready staight chop chop chop chop yeah bock ready yeah ready inspite hear damn truth south head busta monsta crew hard core soldier backstreet tell motha fucker cross jbone harbone youngblood dese bitch wont leave lone right wrong know difference speak lyric commercial,104,0.000892061,0.04534007,0.000892061,0.000892061,0.09296701,0.000892061,0.000892061,0.082613651,0.717828177,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.783385682,0.692715945,0.054215918,0,0.647568013,0.614602578,obscene,0.014285714
82332,e-40,hope i don't go back,2019,hip hop,hoppin barb wire fence nigga broad right damn spring hold motherfuckin motherfuckin sack nigga think think nigga motherfucking motherfucking canister nigga yeah promise nigga game damn good say game good hard time know long gonna slangin yayo slangin yayo maillll hustler birth mama sellin dinners church redhanded catch stealin money purse brand permanent whip scar cause beat race track wealth holdin conference hand free telephone lookin like talkin shootin breeze cuttin real smooth like choppin like true business talkin doin week soundscan japan valley maybe door payton bowl maybe shootin range bank golf course merton hanks propers beat world lookin doctor sippin port watchin kid play basketball backyard foot long sport court lyric commercial,114,0.000835422,0.000835422,0.037065333,0.047894528,0.025480287,0.033282726,0.000835422,0.113129405,0.578905363,0.039436223,0.000835422,0.000835422,0.021546451,0.000835422,0.000835422,0.020113124,0.783385682,0.782837218,0.004647595,0,0.537304204,0.601589159,obscene,0.014285714
82333,nappy roots,slums,2019,hip hop,baby leave prophit represent slum alright motherfucker crunkin kentucky baghdad pop go manage come think wattn half bout things bear oakland better know coke see folk soul hear momma cryin know know greet party room pound tryna head straight catchin feel insides burnin musta swallow twentyeight drinkin milk magnesia feelin straight murder granddad realestate hook prophit sample play background lyric commercial,61,0.068976185,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.28297475,0.35737655,0.001814882,0.001814882,0.001814882,0.038059306,0.045041903,0.001814882,0.075745586,0.67291238,0.788939312,0.019577329,0,0.691879637,0.868864773,obscene,0.014285714
